id,task_id,node_id,original_reported_date,node_age,node_type,task_type,outcome
8009,TASK448,NODE439,2020-03-04 00:00:00,9,TYPE2,TASK7,SUCCESS
8010,TASK404,NODE368,2020-03-12 00:00:00,13,TYPE3,TASK9,SUCCESS
8011,TASK3768,NODE483,2020-03-10 00:00:00,2,TYPE2,TASK6,SUCCESS
8012,TASK3736,NODE48,2020-03-09 00:00:00,12,TYPE4,TASK9,SUCCESS
8013,TASK3558,NODE97,2020-03-16 00:00:00,17,TYPE4,TASK1,SUCCESS
8014,TASK3017,NODE240,2020-02-25 00:00:00,9,TYPE1,TASK6,SUCCESS
8015,TASK2880,NODE156,2020-02-15 00:00:00,14,TYPE2,TASK2,SUCCESS
8016,TASK2355,NODE491,2020-03-17 00:00:00,5,TYPE4,TASK7,SUCCESS
8017,TASK2313,NODE197,2020-03-09 00:00:00,9,TYPE1,TASK1,SUCCESS
8018,TASK2038,NODE290,2020-02-20 00:00:00,17,TYPE2,TASK5,SUCCESS
8019,TASK1674,NODE323,2020-03-09 00:00:00,2,TYPE3,TASK8,SUCCESS
8020,TASK1310,NODE316,2020-03-14 00:00:00,5,TYPE1,TASK1,SUCCESS
8021,TASK9869,NODE248,2020-03-02 00:00:00,5,TYPE3,TASK5,SUCCESS
8022,TASK9800,NODE482,2020-03-06 00:00:00,20,TYPE1,TASK1,SUCCESS
8023,TASK963,NODE3,2020-03-13 00:00:00,15,TYPE5,TASK6,SUCCESS
8024,TASK9490,NODE280,2020-03-14 00:00:00,18,TYPE5,TASK1,SUCCESS
8025,TASK9482,NODE312,2020-02-15 00:00:00,12,TYPE5,TASK9,SUCCESS
8026,TASK9172,NODE379,2020-03-09 00:00:00,3,TYPE2,TASK6,SUCCESS
8027,TASK820,NODE179,2020-03-15 00:00:00,20,TYPE1,TASK7,SUCCESS
8028,TASK8098,NODE225,2020-02-13 00:00:00,8,TYPE4,TASK9,SUCCESS
8029,TASK7980,NODE437,2020-03-09 00:00:00,1,TYPE3,TASK5,SUCCESS
8030,TASK7725,NODE115,2020-02-16 00:00:00,6,TYPE5,TASK2,SUCCESS
8031,TASK7682,NODE46,2020-03-10 00:00:00,11,TYPE5,TASK7,SUCCESS
8032,TASK7355,NODE243,2020-03-09 00:00:00,7,TYPE4,TASK2,SUCCESS
8033,TASK6786,NODE273,2020-03-15 00:00:00,18,TYPE2,TASK3,SUCCESS
8034,TASK676,NODE45,2020-03-15 00:00:00,2,TYPE2,TASK3,SUCCESS
8035,TASK6569,NODE440,2020-03-05 00:00:00,15,TYPE1,TASK1,SUCCESS
8036,TASK6554,NODE3,2020-03-05 00:00:00,15,TYPE4,TASK4,SUCCESS
8037,TASK650,NODE411,2020-03-16 00:00:00,10,TYPE5,TASK1,SUCCESS
8038,TASK6455,NODE242,2020-03-16 00:00:00,6,TYPE4,TASK4,SUCCESS
8039,TASK6428,NODE245,2020-03-17 00:00:00,0,TYPE2,TASK2,SUCCESS
8040,TASK5700,NODE441,2020-03-16 00:00:00,14,TYPE5,TASK3,SUCCESS
8041,TASK5559,NODE409,2020-03-08 00:00:00,3,TYPE5,TASK1,SUCCESS
8042,TASK5357,NODE389,2020-03-06 00:00:00,19,TYPE2,TASK7,SUCCESS
8043,TASK5149,NODE405,2020-02-18 00:00:00,5,TYPE1,TASK4,SUCCESS
8044,TASK510,NODE418,2020-03-17 00:00:00,17,TYPE5,TASK1,SUCCESS
8045,TASK4969,NODE406,2020-03-14 00:00:00,2,TYPE1,TASK3,SUCCESS
8046,TASK4860,NODE339,2020-03-17 00:00:00,10,TYPE4,TASK3,SUCCESS
8047,TASK4800,NODE458,2020-03-09 00:00:00,17,TYPE5,TASK7,SUCCESS
8048,TASK4523,NODE201,2020-03-14 00:00:00,7,TYPE2,TASK8,SUCCESS
8049,TASK4050,NODE170,2020-02-17 00:00:00,1,TYPE2,TASK6,SUCCESS
8050,TASK3956,NODE292,2020-03-17 00:00:00,16,TYPE5,TASK7,SUCCESS
8051,TASK3881,NODE113,2020-03-07 00:00:00,19,TYPE1,TASK2,SUCCESS
8052,TASK3786,NODE95,2020-03-11 00:00:00,10,TYPE2,TASK9,SUCCESS
8053,TASK3722,NODE289,2020-03-07 00:00:00,10,TYPE2,TASK1,SUCCESS
8054,TASK3564,NODE268,2020-03-06 00:00:00,6,TYPE3,TASK4,SUCCESS
8055,TASK3398,NODE202,2020-03-12 00:00:00,2,TYPE2,TASK6,SUCCESS
8056,TASK2957,NODE312,2020-03-08 00:00:00,1,TYPE1,TASK3,SUCCESS
8057,TASK2184,NODE348,2020-03-09 00:00:00,4,TYPE1,TASK1,SUCCESS
8058,TASK2092,NODE482,2020-03-17 00:00:00,9,TYPE3,TASK3,SUCCESS
8059,TASK1902,NODE283,2020-03-16 00:00:00,5,TYPE4,TASK2,SUCCESS
8060,TASK1812,NODE229,2020-03-13 00:00:00,6,TYPE2,TASK9,SUCCESS
8061,TASK1797,NODE61,2020-03-06 00:00:00,2,TYPE2,TASK8,SUCCESS
8062,TASK1125,NODE287,2020-03-04 00:00:00,20,TYPE1,TASK3,SUCCESS
8063,TASK1031,NODE395,2020-03-10 00:00:00,0,TYPE1,TASK3,SUCCESS
8064,TASK9803,NODE98,2020-03-09 00:00:00,2,TYPE5,TASK9,SUCCESS
8065,TASK976,NODE64,2020-03-07 00:00:00,11,TYPE5,TASK5,SUCCESS
8066,TASK9514,NODE152,2020-03-09 00:00:00,19,TYPE5,TASK7,SUCCESS
8067,TASK9433,NODE400,2020-03-09 00:00:00,8,TYPE3,TASK1,SUCCESS
8068,TASK8868,NODE178,2020-03-04 00:00:00,20,TYPE5,TASK1,SUCCESS
8069,TASK8818,NODE465,2020-03-09 00:00:00,0,TYPE1,TASK4,SUCCESS
8070,TASK7941,NODE350,2020-03-11 00:00:00,20,TYPE3,TASK7,SUCCESS
8071,TASK7019,NODE43,2020-03-07 00:00:00,2,TYPE1,TASK8,SUCCESS
8072,TASK6942,NODE82,2020-03-07 00:00:00,6,TYPE3,TASK6,SUCCESS
8073,TASK6856,NODE110,2020-03-03 00:00:00,18,TYPE1,TASK4,SUCCESS
8074,TASK664,NODE293,2020-03-15 00:00:00,7,TYPE4,TASK8,SUCCESS
8075,TASK6573,NODE131,2020-03-08 00:00:00,1,TYPE3,TASK2,SUCCESS
8076,TASK6515,NODE252,2020-02-18 00:00:00,18,TYPE3,TASK3,SUCCESS
8077,TASK6020,NODE336,2020-03-07 00:00:00,6,TYPE1,TASK9,SUCCESS
8078,TASK5855,NODE49,2020-03-10 00:00:00,3,TYPE1,TASK4,SUCCESS
8079,TASK5784,NODE384,2020-03-03 00:00:00,19,TYPE2,TASK1,SUCCESS
8080,TASK5554,NODE272,2020-03-12 00:00:00,11,TYPE1,TASK9,SUCCESS
8081,TASK5520,NODE265,2020-03-06 00:00:00,5,TYPE4,TASK7,SUCCESS
8082,TASK4956,NODE420,2020-03-06 00:00:00,8,TYPE4,TASK8,SUCCESS
8083,TASK4484,NODE76,2020-03-11 00:00:00,15,TYPE5,TASK8,SUCCESS
8084,TASK4376,NODE308,2020-03-16 00:00:00,12,TYPE4,TASK8,SUCCESS
8085,TASK3856,NODE330,2020-03-04 00:00:00,4,TYPE5,TASK5,SUCCESS
8086,TASK3757,NODE477,2020-03-16 00:00:00,17,TYPE2,TASK6,SUCCESS
8087,TASK3273,NODE154,2020-03-04 00:00:00,14,TYPE1,TASK5,SUCCESS
8088,TASK3173,NODE380,2020-03-07 00:00:00,0,TYPE2,TASK6,SUCCESS
8089,TASK2920,NODE2,2020-03-16 00:00:00,13,TYPE5,TASK2,SUCCESS
8090,TASK2905,NODE168,2020-03-05 00:00:00,19,TYPE4,TASK8,SUCCESS
8091,TASK2836,NODE339,2020-03-07 00:00:00,10,TYPE4,TASK5,SUCCESS
8092,TASK2782,NODE289,2020-03-05 00:00:00,16,TYPE2,TASK7,SUCCESS
8093,TASK2156,NODE349,2020-03-13 00:00:00,15,TYPE4,TASK2,SUCCESS
8094,TASK1673,NODE37,2020-03-15 00:00:00,6,TYPE5,TASK2,SUCCESS
8095,TASK1630,NODE434,2020-03-10 00:00:00,17,TYPE4,TASK8,SUCCESS
8096,TASK1629,NODE41,2020-02-11 00:00:00,13,TYPE2,TASK6,SUCCESS
8097,TASK1319,NODE272,2020-03-16 00:00:00,16,TYPE3,TASK1,SUCCESS
8098,TASK9982,NODE200,2020-03-10 00:00:00,20,TYPE5,TASK9,SUCCESS
8099,TASK9853,NODE491,2020-03-08 00:00:00,6,TYPE5,TASK3,SUCCESS
8100,TASK9527,NODE222,2020-03-02 00:00:00,10,TYPE2,TASK3,SUCCESS
8101,TASK8611,NODE355,2020-03-14 00:00:00,0,TYPE3,TASK1,SUCCESS
8102,TASK840,NODE426,2020-03-05 00:00:00,2,TYPE2,TASK8,SUCCESS
8103,TASK8321,NODE397,2020-03-11 00:00:00,0,TYPE1,TASK8,SUCCESS
8104,TASK8042,NODE385,2020-03-04 00:00:00,19,TYPE3,TASK4,SUCCESS
8105,TASK798,NODE487,2020-02-14 00:00:00,18,TYPE2,TASK7,SUCCESS
8106,TASK7790,NODE243,2020-03-07 00:00:00,5,TYPE1,TASK6,SUCCESS
8107,TASK7677,NODE262,2020-03-10 00:00:00,1,TYPE3,TASK1,SUCCESS
8108,TASK7338,NODE411,2020-03-06 00:00:00,12,TYPE2,TASK3,SUCCESS
8109,TASK6716,NODE217,2020-03-06 00:00:00,9,TYPE3,TASK5,SUCCESS
8110,TASK6620,NODE191,2020-03-12 00:00:00,0,TYPE5,TASK3,SUCCESS
8111,TASK6375,NODE368,2020-03-06 00:00:00,10,TYPE1,TASK5,SUCCESS
8112,TASK6070,NODE351,2020-03-06 00:00:00,19,TYPE2,TASK6,SUCCESS
8113,TASK5886,NODE425,2020-03-06 00:00:00,7,TYPE4,TASK4,SUCCESS
8114,TASK571,NODE244,2020-03-06 00:00:00,19,TYPE5,TASK9,SUCCESS
8115,TASK5652,NODE487,2020-03-06 00:00:00,4,TYPE3,TASK9,SUCCESS
8116,TASK5610,NODE359,2020-03-02 00:00:00,16,TYPE1,TASK2,SUCCESS
8117,TASK5598,NODE286,2020-03-11 00:00:00,6,TYPE3,TASK3,SUCCESS
8118,TASK5331,NODE83,2020-03-06 00:00:00,17,TYPE3,TASK3,SUCCESS
8119,TASK5029,NODE20,2020-03-12 00:00:00,19,TYPE2,TASK5,SUCCESS
8120,TASK4991,NODE381,2020-03-05 00:00:00,13,TYPE1,TASK3,SUCCESS
8121,TASK3517,NODE260,2020-03-03 00:00:00,3,TYPE2,TASK3,SUCCESS
8122,TASK3359,NODE166,2020-03-07 00:00:00,6,TYPE2,TASK3,SUCCESS
8123,TASK3222,NODE398,2020-03-02 00:00:00,17,TYPE4,TASK6,SUCCESS
8124,TASK236,NODE23,2020-02-25 00:00:00,11,TYPE1,TASK6,SUCCESS
8125,TASK17,NODE12,2020-03-15 00:00:00,13,TYPE3,TASK4,SUCCESS
8126,TASK1322,NODE355,2020-03-08 00:00:00,5,TYPE3,TASK5,SUCCESS
8127,TASK1270,NODE182,2020-03-09 00:00:00,15,TYPE5,TASK2,SUCCESS
8128,TASK1172,NODE182,2020-02-18 00:00:00,10,TYPE3,TASK9,SUCCESS
8129,TASK8932,NODE10,2020-03-14 00:00:00,1,TYPE4,TASK1,SUCCESS
8130,TASK8536,NODE240,2020-03-14 00:00:00,5,TYPE5,TASK5,SUCCESS
8131,TASK8524,NODE325,2020-03-12 00:00:00,1,TYPE2,TASK2,SUCCESS
8132,TASK7905,NODE482,2020-03-11 00:00:00,16,TYPE1,TASK1,SUCCESS
8133,TASK7570,NODE65,2020-02-10 00:00:00,12,TYPE3,TASK2,SUCCESS
8134,TASK7556,NODE311,2020-03-08 00:00:00,6,TYPE3,TASK2,SUCCESS
8135,TASK7152,NODE225,2020-02-25 00:00:00,14,TYPE4,TASK4,SUCCESS
8136,TASK701,NODE461,2020-02-16 00:00:00,12,TYPE5,TASK4,SUCCESS
8137,TASK6911,NODE464,2020-03-14 00:00:00,12,TYPE1,TASK8,SUCCESS
8138,TASK6649,NODE141,2020-03-05 00:00:00,18,TYPE2,TASK3,SUCCESS
8139,TASK5745,NODE22,2020-02-14 00:00:00,7,TYPE4,TASK4,SUCCESS
8140,TASK5515,NODE426,2020-03-06 00:00:00,20,TYPE4,TASK7,SUCCESS
8141,TASK5402,NODE321,2020-03-03 00:00:00,9,TYPE1,TASK6,SUCCESS
8142,TASK517,NODE53,2020-03-10 00:00:00,6,TYPE3,TASK7,SUCCESS
8143,TASK45,NODE386,2020-03-06 00:00:00,15,TYPE2,TASK7,SUCCESS
8144,TASK4426,NODE394,2020-03-07 00:00:00,17,TYPE4,TASK3,SUCCESS
8145,TASK4195,NODE3,2020-03-02 00:00:00,10,TYPE5,TASK6,SUCCESS
8146,TASK385,NODE100,2020-03-02 00:00:00,16,TYPE4,TASK7,SUCCESS
8147,TASK2472,NODE359,2020-03-06 00:00:00,9,TYPE3,TASK3,SUCCESS
8148,TASK2363,NODE69,2020-02-25 00:00:00,6,TYPE3,TASK1,SUCCESS
8149,TASK1723,NODE314,2020-03-06 00:00:00,1,TYPE1,TASK8,SUCCESS
8150,TASK1374,NODE89,2020-03-01 00:00:00,7,TYPE3,TASK1,SUCCESS
8151,TASK1032,NODE49,2020-03-01 00:00:00,8,TYPE4,TASK8,SUCCESS
8152,TASK9751,NODE353,2020-02-21 00:00:00,0,TYPE1,TASK3,SUCCESS
8153,TASK8203,NODE476,2020-03-13 00:00:00,2,TYPE4,TASK2,SUCCESS
8154,TASK7706,NODE128,2020-03-09 00:00:00,3,TYPE1,TASK7,SUCCESS
8155,TASK7695,NODE300,2020-03-04 00:00:00,5,TYPE5,TASK4,SUCCESS
8156,TASK750,NODE318,2020-03-13 00:00:00,18,TYPE3,TASK8,SUCCESS
8157,TASK6981,NODE433,2020-03-09 00:00:00,20,TYPE3,TASK5,SUCCESS
8158,TASK6931,NODE118,2020-03-06 00:00:00,4,TYPE5,TASK2,SUCCESS
8159,TASK6800,NODE407,2020-03-04 00:00:00,14,TYPE1,TASK5,SUCCESS
8160,TASK584,NODE302,2020-03-01 00:00:00,18,TYPE2,TASK8,SUCCESS
8161,TASK5711,NODE24,2020-03-02 00:00:00,18,TYPE1,TASK9,SUCCESS
8162,TASK4493,NODE269,2020-03-13 00:00:00,4,TYPE1,TASK8,SUCCESS
8163,TASK4037,NODE418,2020-03-03 00:00:00,0,TYPE4,TASK4,SUCCESS
8164,TASK4018,NODE165,2020-03-04 00:00:00,3,TYPE1,TASK5,SUCCESS
8165,TASK395,NODE118,2020-02-11 00:00:00,17,TYPE5,TASK1,SUCCESS
8166,TASK3928,NODE355,2020-03-07 00:00:00,15,TYPE1,TASK8,SUCCESS
8167,TASK3919,NODE109,2020-03-08 00:00:00,3,TYPE4,TASK6,SUCCESS
8168,TASK3868,NODE419,2020-03-04 00:00:00,7,TYPE2,TASK5,SUCCESS
8169,TASK3603,NODE443,2020-03-07 00:00:00,9,TYPE4,TASK6,SUCCESS
8170,TASK3576,NODE46,2020-03-05 00:00:00,14,TYPE4,TASK2,SUCCESS
8171,TASK3459,NODE273,2020-03-07 00:00:00,18,TYPE4,TASK9,SUCCESS
8172,TASK3099,NODE437,2020-03-10 00:00:00,6,TYPE4,TASK2,SUCCESS
8173,TASK3054,NODE489,2020-03-02 00:00:00,0,TYPE3,TASK1,SUCCESS
8174,TASK2941,NODE149,2020-03-08 00:00:00,1,TYPE5,TASK1,SUCCESS
8175,TASK2520,NODE79,2020-03-07 00:00:00,0,TYPE3,TASK8,SUCCESS
8176,TASK2266,NODE420,2020-03-11 00:00:00,15,TYPE3,TASK1,SUCCESS
8177,TASK2214,NODE94,2020-03-03 00:00:00,16,TYPE5,TASK2,SUCCESS
8178,TASK9360,NODE21,2020-03-06 00:00:00,13,TYPE1,TASK6,SUCCESS
8179,TASK8862,NODE272,2020-02-25 00:00:00,12,TYPE5,TASK1,SUCCESS
8180,TASK8678,NODE403,2020-03-06 00:00:00,3,TYPE3,TASK7,SUCCESS
8181,TASK7713,NODE466,2020-03-05 00:00:00,18,TYPE3,TASK3,SUCCESS
8182,TASK7365,NODE120,2020-03-03 00:00:00,1,TYPE3,TASK1,SUCCESS
8183,TASK5840,NODE328,2020-03-08 00:00:00,20,TYPE4,TASK1,SUCCESS
8184,TASK5032,NODE354,2020-03-01 00:00:00,5,TYPE1,TASK2,SUCCESS
8185,TASK4863,NODE240,2020-02-22 00:00:00,18,TYPE4,TASK5,SUCCESS
8186,TASK429,NODE52,2020-03-04 00:00:00,5,TYPE2,TASK1,SUCCESS
8187,TASK4008,NODE211,2020-02-23 00:00:00,5,TYPE1,TASK7,SUCCESS
8188,TASK3810,NODE469,2020-03-11 00:00:00,6,TYPE4,TASK5,SUCCESS
8189,TASK3755,NODE163,2020-03-09 00:00:00,6,TYPE2,TASK8,SUCCESS
8190,TASK3344,NODE195,2020-02-24 00:00:00,19,TYPE5,TASK1,SUCCESS
8191,TASK3218,NODE276,2020-03-03 00:00:00,8,TYPE4,TASK6,SUCCESS
8192,TASK2901,NODE429,2020-03-07 00:00:00,19,TYPE4,TASK8,SUCCESS
8193,TASK263,NODE414,2020-03-11 00:00:00,5,TYPE5,TASK1,SUCCESS
8194,TASK249,NODE468,2020-03-07 00:00:00,18,TYPE5,TASK1,SUCCESS
8195,TASK1757,NODE248,2020-03-06 00:00:00,3,TYPE2,TASK8,SUCCESS
8196,TASK1602,NODE304,2020-03-11 00:00:00,11,TYPE5,TASK3,SUCCESS
8197,TASK1477,NODE381,2020-02-21 00:00:00,2,TYPE2,TASK5,SUCCESS
8198,TASK1440,NODE463,2020-03-05 00:00:00,20,TYPE4,TASK5,SUCCESS
8199,TASK1366,NODE395,2020-02-23 00:00:00,4,TYPE3,TASK2,SUCCESS
8200,TASK1271,NODE457,2020-03-03 00:00:00,14,TYPE3,TASK6,SUCCESS
8201,TASK1101,NODE301,2020-03-03 00:00:00,16,TYPE5,TASK5,SUCCESS
8202,TASK1097,NODE153,2020-03-12 00:00:00,11,TYPE2,TASK5,SUCCESS
8203,TASK9170,NODE406,2020-03-02 00:00:00,8,TYPE3,TASK5,SUCCESS
8204,TASK8854,NODE323,2020-03-10 00:00:00,4,TYPE1,TASK7,SUCCESS
8205,TASK8745,NODE20,2020-03-07 00:00:00,11,TYPE4,TASK3,SUCCESS
8206,TASK8729,NODE192,2020-03-04 00:00:00,19,TYPE1,TASK3,SUCCESS
8207,TASK8357,NODE209,2020-02-18 00:00:00,18,TYPE1,TASK3,SUCCESS
8208,TASK8145,NODE58,2020-02-23 00:00:00,3,TYPE2,TASK6,SUCCESS
8209,TASK8080,NODE406,2020-03-05 00:00:00,20,TYPE5,TASK3,SUCCESS
8210,TASK8015,NODE385,2020-02-23 00:00:00,7,TYPE2,TASK1,SUCCESS
8211,TASK742,NODE42,2020-03-10 00:00:00,11,TYPE1,TASK6,SUCCESS
8212,TASK7316,NODE63,2020-02-19 00:00:00,9,TYPE2,TASK3,SUCCESS
8213,TASK7287,NODE432,2020-03-02 00:00:00,17,TYPE1,TASK9,SUCCESS
8214,TASK7130,NODE269,2020-03-08 00:00:00,16,TYPE3,TASK2,SUCCESS
8215,TASK6444,NODE218,2020-02-19 00:00:00,4,TYPE1,TASK8,SUCCESS
8216,TASK555,NODE388,2020-03-04 00:00:00,17,TYPE2,TASK1,SUCCESS
8217,TASK5111,NODE458,2020-03-02 00:00:00,6,TYPE5,TASK8,SUCCESS
8218,TASK490,NODE402,2020-03-03 00:00:00,3,TYPE2,TASK4,SUCCESS
8219,TASK4719,NODE355,2020-03-06 00:00:00,13,TYPE2,TASK1,SUCCESS
8220,TASK3781,NODE23,2020-03-04 00:00:00,18,TYPE2,TASK4,SUCCESS
8221,TASK3529,NODE214,2020-03-08 00:00:00,6,TYPE5,TASK4,SUCCESS
8222,TASK2875,NODE184,2020-02-12 00:00:00,13,TYPE4,TASK5,SUCCESS
8223,TASK2382,NODE263,2020-02-24 00:00:00,2,TYPE5,TASK9,SUCCESS
8224,TASK2364,NODE63,2020-03-06 00:00:00,16,TYPE5,TASK5,SUCCESS
8225,TASK1326,NODE14,2020-03-05 00:00:00,18,TYPE3,TASK8,SUCCESS
8226,TASK113,NODE451,2020-03-06 00:00:00,15,TYPE5,TASK4,SUCCESS
8227,TASK9934,NODE134,2020-03-05 00:00:00,0,TYPE4,TASK8,SUCCESS
8228,TASK9696,NODE224,2020-03-10 00:00:00,13,TYPE3,TASK3,SUCCESS
8229,TASK9683,NODE119,2020-03-01 00:00:00,1,TYPE3,TASK5,SUCCESS
8230,TASK952,NODE349,2020-03-07 00:00:00,20,TYPE5,TASK2,SUCCESS
8231,TASK9276,NODE433,2020-03-04 00:00:00,12,TYPE5,TASK8,SUCCESS
8232,TASK9202,NODE425,2020-02-24 00:00:00,17,TYPE1,TASK7,SUCCESS
8233,TASK8900,NODE116,2020-03-05 00:00:00,18,TYPE1,TASK7,SUCCESS
8234,TASK8841,NODE212,2020-03-02 00:00:00,13,TYPE1,TASK4,SUCCESS
8235,TASK8733,NODE296,2020-03-08 00:00:00,1,TYPE5,TASK7,SUCCESS
8236,TASK8345,NODE466,2020-03-08 00:00:00,3,TYPE5,TASK1,SUCCESS
8237,TASK7719,NODE318,2020-03-06 00:00:00,15,TYPE5,TASK5,SUCCESS
8238,TASK7196,NODE60,2020-02-24 00:00:00,10,TYPE5,TASK6,SUCCESS
8239,TASK6509,NODE486,2020-03-02 00:00:00,20,TYPE2,TASK2,SUCCESS
8240,TASK6453,NODE376,2020-03-05 00:00:00,17,TYPE4,TASK5,SUCCESS
8241,TASK5881,NODE281,2020-02-10 00:00:00,6,TYPE3,TASK2,SUCCESS
8242,TASK4374,NODE92,2020-02-23 00:00:00,13,TYPE1,TASK8,SUCCESS
8243,TASK4234,NODE87,2020-02-19 00:00:00,10,TYPE2,TASK6,SUCCESS
8244,TASK3774,NODE331,2020-03-04 00:00:00,20,TYPE2,TASK3,SUCCESS
8245,TASK331,NODE466,2020-03-08 00:00:00,0,TYPE2,TASK4,SUCCESS
8246,TASK2640,NODE492,2020-03-07 00:00:00,20,TYPE1,TASK2,SUCCESS
8247,TASK2639,NODE76,2020-02-24 00:00:00,16,TYPE5,TASK8,SUCCESS
8248,TASK2384,NODE50,2020-03-04 00:00:00,6,TYPE3,TASK4,SUCCESS
8249,TASK2275,NODE270,2020-03-10 00:00:00,2,TYPE4,TASK2,SUCCESS
8250,TASK213,NODE110,2020-02-25 00:00:00,13,TYPE2,TASK3,SUCCESS
8251,TASK1688,NODE11,2020-03-08 00:00:00,0,TYPE1,TASK9,SUCCESS
8252,TASK1404,NODE19,2020-03-02 00:00:00,4,TYPE4,TASK8,SUCCESS
8253,TASK1273,NODE368,2020-03-05 00:00:00,1,TYPE4,TASK3,SUCCESS
8254,TASK9524,NODE25,2020-02-20 00:00:00,0,TYPE4,TASK8,SUCCESS
8255,TASK9439,NODE146,2020-03-02 00:00:00,10,TYPE2,TASK9,SUCCESS
8256,TASK9365,NODE138,2020-03-03 00:00:00,15,TYPE4,TASK8,SUCCESS
8257,TASK9109,NODE59,2020-03-06 00:00:00,10,TYPE1,TASK1,SUCCESS
8258,TASK9008,NODE193,2020-03-02 00:00:00,15,TYPE2,TASK5,SUCCESS
8259,TASK8315,NODE56,2020-02-23 00:00:00,6,TYPE1,TASK6,SUCCESS
8260,TASK8267,NODE219,2020-03-05 00:00:00,4,TYPE3,TASK9,SUCCESS
8261,TASK7910,NODE127,2020-03-02 00:00:00,6,TYPE1,TASK7,SUCCESS
8262,TASK7739,NODE154,2020-02-11 00:00:00,6,TYPE1,TASK9,SUCCESS
8263,TASK7499,NODE47,2020-03-09 00:00:00,6,TYPE1,TASK5,SUCCESS
8264,TASK7385,NODE440,2020-03-09 00:00:00,9,TYPE1,TASK6,SUCCESS
8265,TASK7174,NODE230,2020-02-22 00:00:00,9,TYPE1,TASK2,SUCCESS
8266,TASK6770,NODE262,2020-03-06 00:00:00,15,TYPE4,TASK6,SUCCESS
8267,TASK6447,NODE322,2020-03-04 00:00:00,4,TYPE5,TASK4,SUCCESS
8268,TASK6313,NODE27,2020-03-05 00:00:00,8,TYPE5,TASK1,SUCCESS
8269,TASK6081,NODE123,2020-03-04 00:00:00,8,TYPE5,TASK6,SUCCESS
8270,TASK5872,NODE446,2020-03-03 00:00:00,6,TYPE3,TASK5,SUCCESS
8271,TASK567,NODE254,2020-02-25 00:00:00,2,TYPE3,TASK5,SUCCESS
8272,TASK5445,NODE415,2020-02-24 00:00:00,17,TYPE2,TASK8,SUCCESS
8273,TASK46,NODE457,2020-03-07 00:00:00,4,TYPE5,TASK7,SUCCESS
8274,TASK462,NODE425,2020-02-12 00:00:00,7,TYPE1,TASK4,SUCCESS
8275,TASK4594,NODE387,2020-03-08 00:00:00,5,TYPE4,TASK9,SUCCESS
8276,TASK4033,NODE343,2020-03-06 00:00:00,2,TYPE2,TASK2,SUCCESS
8277,TASK3245,NODE445,2020-03-02 00:00:00,0,TYPE1,TASK5,SUCCESS
8278,TASK2983,NODE231,2020-02-24 00:00:00,1,TYPE4,TASK3,SUCCESS
8279,TASK2024,NODE285,2020-02-21 00:00:00,3,TYPE5,TASK1,SUCCESS
8280,TASK1320,NODE482,2020-03-09 00:00:00,5,TYPE1,TASK7,SUCCESS
8281,TASK125,NODE370,2020-03-03 00:00:00,8,TYPE2,TASK8,SUCCESS
8282,TASK1013,NODE481,2020-02-16 00:00:00,18,TYPE4,TASK1,SUCCESS
8283,TASK9058,NODE196,2020-03-05 00:00:00,7,TYPE3,TASK8,SUCCESS
8284,TASK8995,NODE199,2020-02-14 00:00:00,10,TYPE5,TASK8,SUCCESS
8285,TASK8311,NODE493,2020-03-01 00:00:00,11,TYPE4,TASK5,SUCCESS
8286,TASK8198,NODE412,2020-03-05 00:00:00,3,TYPE1,TASK1,SUCCESS
8287,TASK7987,NODE312,2020-03-07 00:00:00,14,TYPE3,TASK9,SUCCESS
8288,TASK7665,NODE249,2020-03-01 00:00:00,11,TYPE2,TASK7,SUCCESS
8289,TASK7203,NODE289,2020-03-01 00:00:00,15,TYPE5,TASK2,SUCCESS
8290,TASK7049,NODE108,2020-03-05 00:00:00,9,TYPE4,TASK3,SUCCESS
8291,TASK637,NODE238,2020-02-13 00:00:00,17,TYPE1,TASK5,SUCCESS
8292,TASK5776,NODE132,2020-03-03 00:00:00,1,TYPE4,TASK7,SUCCESS
8293,TASK5626,NODE52,2020-03-03 00:00:00,10,TYPE1,TASK5,SUCCESS
8294,TASK5513,NODE400,2020-03-02 00:00:00,11,TYPE3,TASK3,SUCCESS
8295,TASK5139,NODE158,2020-03-04 00:00:00,4,TYPE5,TASK3,SUCCESS
8296,TASK5072,NODE284,2020-03-05 00:00:00,10,TYPE5,TASK5,SUCCESS
8297,TASK4972,NODE225,2020-03-06 00:00:00,3,TYPE2,TASK4,SUCCESS
8298,TASK4852,NODE337,2020-03-08 00:00:00,17,TYPE4,TASK8,SUCCESS
8299,TASK4483,NODE354,2020-03-07 00:00:00,11,TYPE5,TASK1,SUCCESS
8300,TASK4116,NODE380,2020-02-20 00:00:00,6,TYPE3,TASK4,SUCCESS
8301,TASK4040,NODE387,2020-02-24 00:00:00,15,TYPE3,TASK5,SUCCESS
8302,TASK3769,NODE365,2020-02-16 00:00:00,13,TYPE3,TASK6,SUCCESS
8303,TASK3566,NODE184,2020-03-01 00:00:00,6,TYPE3,TASK3,SUCCESS
8304,TASK3316,NODE311,2020-02-20 00:00:00,10,TYPE5,TASK1,SUCCESS
8305,TASK2301,NODE193,2020-03-06 00:00:00,7,TYPE1,TASK7,SUCCESS
